Gene name	GO term accession
Eef1a2	GO:0043025
Eef1a2	GO:0019901
Eef1a2	GO:0043065
Eef1a2	GO:0043209
Eef1a2	GO:0005853
Eef1a2	GO:0090218
Psapl1	GO:0006629
Psapl1	GO:0006665
Psapl1	GO:0005764
Psapl1	GO:0005737
Psapl1	GO:0005576
Psapl1	GO:0005615
Psapl1	GO:0007193
Psapl1	GO:0019216
Psapl1	GO:0005829
Gm10123	
Gm55578	
Gm8524	
Mir3083	
Zbtb9	GO:0005515
Zbtb9	GO:0005634
Zbtb9	GO:0003677
Zbtb9	GO:0046872
Zbtb9	GO:0006357
Zbtb9	GO:0000977
Zbtb9	GO:0042802
Spsb4	GO:0005515
Spsb4	GO:0035556
Spsb4	GO:0005829
Spsb4	GO:0005737
Spsb4	GO:0006511
Spsb4	GO:0016567
Spsb4	GO:0043161
Spsb4	GO:1990756
Spsb4	GO:0048511
Spsb4	GO:0019005
Spsb4	GO:0042752
Spsb4	GO:1902916
Spsb4	
Mir7689	
2210406O10Rik	
Gm50253	GO:0005634
Gm50253	GO:0003677
Gm50253	GO:0046872
Gm50253	GO:0006357
Gm50253	GO:0000977
Gm50253	GO:0042802
Grpel1	GO:0000774
Grpel1	GO:0042803
Grpel1	GO:0051087
Grpel1	GO:0006457
Grpel1	GO:0005739
Grpel1	GO:0005654
Grpel1	GO:0042802
Grpel1	GO:0005759
Grpel1	GO:0051117
Grpel1	GO:0051082
Grpel1	GO:0030150
Grpel1	GO:0001671
Grpel1	GO:0001405
Gm50254	
Gm16010	GO:0003674
Gm16010	GO:0008150
Gm16010	GO:0005575
Spaca6	GO:0007342
Spaca6	GO:0016020
Spaca6	
Spaca6	GO:0003674
Spaca6	GO:0002080
Spaca6	GO:0031410
Spaca6	GO:0007338
Spaca6	GO:0001669
Gm24892	GO:0000244
Gm24892	GO:0000353
Gm24892	GO:0046540
Gm24892	GO:0030621
Gm24892	GO:0005688
Edem2	GO:0005975
Edem2	GO:0016020
Edem2	GO:0005509
Edem2	GO:0004571
Edem2	GO:1904382
Edem2	GO:1904380
Edem2	GO:0005783
Edem2	GO:0006986
Edem2	GO:0044322
Edem2	GO:0005788
Edem2	GO:0036509
Edem2	GO:0005515
Edem2	GO:1904154
Edem2	GO:0097466
Edem2	
Gm49159	
Gm18291	
Gm55849	
Gm55078	
Gm19325	
Lyve1	GO:0007155
Lyve1	GO:0005540
Lyve1	GO:0016020
Lyve1	GO:0005886
Lyve1	GO:0071944
Lyve1	GO:0004888
Lyve1	GO:0006898
Lyve1	GO:0038024
Lyve1	GO:0006027
Lyve1	GO:0030214
Lyve1	GO:0002693
Lyve1	
Gm49193	
Gm32089	
Ssxb8	GO:0006355
Ssxb8	GO:0005634
Ssxb8	GO:0045892
Ssxb8	GO:0003714
Gm37002	
Gm48102	
Gm23278	GO:0006396
Gm23278	GO:0005730
Gramd2	
Gramd2	GO:0016020
Gramd2	GO:0005886
Gramd2	GO:0005783
Gramd2	GO:0005789
Gramd2	GO:0008289
Gramd2	GO:0044232
Gramd2	GO:0005546
Gramd2	GO:0035091
Gramd2	GO:0031234
Gramd2	GO:2001256
Gramd2	GO:0061817
Edaradd	GO:0005515
Edaradd	GO:0007165
Edaradd	GO:1901224
Rpgrip1	GO:0007601
Rpgrip1	GO:0042462
Rpgrip1	GO:0032391
Rpgrip1	GO:0005515
Rpgrip1	GO:0060041
Rpgrip1	GO:0042995
Rpgrip1	GO:0043005
Rpgrip1	GO:0050896
Rpgrip1	GO:0005929
Rpgrip1	GO:0097730
Rpgrip1	GO:1905515
Rpgrip1	GO:0035869
Rpgrip1	GO:0005930
Rpgrip1	GO:0061351
Rpgrip1	GO:0046548
Rpgrip1	GO:0120206
Rpgrip1	
Rpgrip1	GO:0016020
Tada2b	GO:0008270
Tada2b	GO:0006357
Tada2b	GO:0003713
Tada2b	GO:0035065
Tada2b	GO:0005515
Tada2b	GO:0005634
Tada2b	GO:0046872
Tada2b	GO:0003682
Tada2b	GO:0006807
Tada2b	GO:0044238
Tada2b	GO:0043170
Tada2b	GO:0006282
Tada2b	GO:0045893
Tada2b	GO:0060255
Tada2b	GO:0080090
Tada2b	GO:0035521
Tada2b	GO:0035522
Tada2b	GO:0006338
Tada2b	GO:0051171
Tada2b	GO:0043484
Tada2b	GO:0043966
Tada2b	GO:0000124
Tada2b	GO:0070461
Tada2b	GO:0035066
Ssx9	GO:0006355
Ssx9	GO:0005634
Ssx9	GO:0045892
Ssx9	GO:0003714
Prss36	
Prss36	GO:0006508
Prss36	GO:0004252
Prss36	GO:0016787
Prss36	GO:0008233
Prss36	GO:0005576
Prss36	GO:0008236
Prss36	GO:0005737
Ccdc96	GO:0003674
Ccdc96	GO:0005737
Ccdc96	GO:0005815
Ccdc96	GO:0005856
Ccdc96	GO:0005930
Ccdc96	GO:0036064
Ccdc96	GO:0060271
Gm5668	
Ssxb5	GO:0006355
Ssxb5	GO:0005634
Ssxb5	GO:0045892
Ssxb5	GO:0003714
Gm30239	
Ap3b1	GO:0006886
Ap3b1	GO:0016192
Ap3b1	GO:0030117
Ap3b1	GO:0030131
Ap3b1	GO:0030123
Ap3b1	GO:0030324
Ap3b1	GO:0045944
Ap3b1	GO:0005739
Ap3b1	GO:0007283
Ap3b1	GO:0006954
Ap3b1	GO:0030851
Ap3b1	GO:0048872
Ap3b1	GO:0000902
Ap3b1	GO:0007338
Ap3b1	GO:0002224
Ap3b1	GO:0016020
Ap3b1	GO:0005794
Ap3b1	GO:0015031
Ap3b1	GO:0031410
Ap3b1	GO:0043231
Ap3b1	GO:0012505
Ap3b1	GO:0030665
Ap3b1	GO:0030742
Ap3b1	GO:0042789
Ap3b1	GO:0006622
Ap3b1	GO:0002244
Ap3b1	GO:0005802
Ap3b1	GO:0019903
Ap3b1	GO:0043473
Ap3b1	GO:0050790
Ap3b1	GO:0034394
Ap3b1	GO:1904115
Ap3b1	GO:0003016
Ap3b1	GO:0007040
Ap3b1	GO:0007596
Ap3b1	GO:0019882
Ap3b1	GO:0036211
Ap3b1	GO:0060425
Ap3b1	GO:0060155
Ap3b1	GO:1903232
Ap3b1	GO:0005769
Ap3b1	GO:0008089
Ap3b1	GO:0006829
Ap3b1	GO:0035654
Ap3b1	GO:0046907
Ap3b1	GO:0048007
Ap3b1	GO:0048490
Ap3b1	GO:0051138
Ap3b1	GO:0061024
Ap3b1	GO:0098773
Ap3b1	GO:0006882
Ap3b1	GO:0032438
Ap3b1	GO:0090152
Ap3b1	GO:0005737
Ap3b1	
Pus1	GO:0003723
Pus1	GO:0009982
Pus1	GO:0001522
Pus1	GO:0009451
Pus1	GO:0031119
Pus1	GO:0005739
Pus1	GO:0005634
Pus1	GO:0005730
Pus1	GO:0005515
Pus1	GO:0045944
Pus1	GO:0003682
Pus1	GO:0005737
Pus1	GO:0005654
Pus1	GO:0008380
Pus1	GO:0016853
Pus1	GO:0006397
Pus1	GO:0000049
Pus1	GO:0043231
Pus1	GO:0008033
Pus1	GO:0005667
Pus1	GO:0030374
Pus1	GO:1990481
Pus1	GO:0106029
Pus1	GO:0002153
Gm14502	
Rab9	GO:0003924
Rab9	GO:0005525
Rab9	GO:0032482
Rab9	GO:0016020
Rab9	GO:0000139
Rab9	GO:0005794
Rab9	GO:0005886
Rab9	GO:0005783
Rab9	GO:0005789
Rab9	GO:0000166
Rab9	GO:0015031
Rab9	GO:0031410
Rab9	GO:0030659
Rab9	GO:0005829
Rab9	GO:0005515
Rab9	GO:0005768
Rab9	GO:0005770
Rab9	GO:0030670
Rab9	GO:0042470
Rab9	GO:0042147
Rab9	GO:0005764
Rab9	GO:0019003
Rab9	GO:0045335
Rab9	GO:0042802
Rab9	GO:0032880
Rab9	GO:0045921
Rab9	GO:0052403
Gm17581	
Procr	GO:0038023
Procr	GO:0016020
Procr	GO:0005615
Procr	GO:0048471
Procr	GO:0007596
Procr	GO:0007599
Procr	GO:0005813
Procr	GO:0008022
Procr	GO:0050819
Procr	
Gm6592	GO:0006355
Gm6592	GO:0005634
Atp13a5	GO:0016021
Atp13a5	GO:0005524
Atp13a5	GO:0000166
Atp13a5	GO:0016887
Atp13a5	GO:0005215
Atp13a5	GO:0006812
Atp13a5	GO:0019829
Atp13a5	GO:0140358
Atp13a5	GO:0016020
Atp13a5	GO:0046872
Atp13a5	GO:0034220
Atp13a5	GO:0098655
Atp13a5	GO:0055085
Atp13a5	GO:0006874
Mir99b	GO:0007605
Mir99b	GO:0035195
Mir99b	GO:0016442
Gm15229	
Adgrf5	GO:0007186
Adgrf5	GO:0016021
Adgrf5	GO:0004930
Adgrf5	GO:0016020
Adgrf5	GO:0007166
Adgrf5	GO:0004888
Adgrf5	GO:0003674
Adgrf5	GO:0042116
Adgrf5	GO:0005886
Adgrf5	GO:0009986
Adgrf5	GO:0045177
Adgrf5	GO:0031410
Adgrf5	GO:0007189
Adgrf5	GO:0042593
Adgrf5	GO:0043129
Adgrf5	GO:0045444
Adgrf5	GO:0003094
Adgrf5	GO:0048821
Adgrf5	GO:0006112
Adgrf5	GO:0008654
Adgrf5	GO:0019216
Adgrf5	GO:0043031
Adgrf5	GO:0061626
Adgrf5	GO:0071073
Adgrf5	
Gm15223	
Gm5751	GO:0006355
Gm5751	GO:0005634
Mmp24	GO:0008270
Mmp24	GO:0006508
Mmp24	GO:0005887
Mmp24	GO:0008237
Mmp24	GO:0004222
Mmp24	GO:0031012
Mmp24	GO:0016020
Mmp24	GO:0005794
Mmp24	GO:0046872
Mmp24	GO:0005886
Mmp24	GO:0016787
Mmp24	GO:0008233
Mmp24	GO:0005576
Mmp24	GO:0007155
Mmp24	GO:0030198
Mmp24	GO:0045296
Mmp24	GO:0032588
Mmp24	GO:0030574
Mmp24	GO:0044331
Mmp24	GO:0010001
Mmp24	GO:0097150
Mmp24	GO:0098742
Mmp24	GO:0050965
Mmp24	
B630019K06Rik	GO:0003674
B630019K06Rik	GO:0008150
B630019K06Rik	GO:0005575
Gm14504	
Tceanc	GO:0006351
Tceanc	GO:0003674
Tceanc	GO:0005634
Tceanc	
Gm48001	
Gm48122	
Gm5752	
Dnajc27	GO:0003924
Dnajc27	GO:0005525
Dnajc27	GO:0005739
Dnajc27	GO:0005634
Dnajc27	GO:0000166
Dnajc27	GO:0005515
Dnajc27	GO:0070374
Dnajc27	GO:0006886
Dnajc27	GO:0043410
Dnajc27	GO:0071701
Dnajc27	
Gm16479	
Gm14510	
Fthl17b	GO:0008199
Fthl17b	GO:0006826
Fthl17b	GO:0006879
Fthl17b	GO:0046872
Fthl17b	GO:0005737
Fthl17b	GO:0008198
Fthl17b	GO:0006880
Gm14509	
BC029722	
Fthl17c	GO:0008199
Fthl17c	GO:0006826
Fthl17c	GO:0006879
Fthl17c	GO:0046872
Fthl17c	GO:0005737
Fthl17c	GO:0008198
Fthl17c	GO:0006880
Gm14457	
Fthl17d	GO:0008199
Fthl17d	GO:0006826
Fthl17d	GO:0006879
Fthl17d	GO:0046872
Fthl17d	GO:0005737
Fthl17d	GO:0008198
Fthl17d	GO:0006880
Maged1	GO:0042981
Maged1	GO:0032922
Maged1	GO:0005515
Maged1	GO:0006357
Maged1	GO:0050680
Maged1	GO:0005634
Maged1	GO:0005737
Maged1	GO:0016020
Maged1	GO:0005886
Maged1	GO:0032991
Maged1	GO:0045893
Maged1	GO:0000122
Maged1	GO:0042802
Maged1	GO:0048511
Maged1	GO:0045892
Maged1	GO:0000785
Maged1	GO:0003713
Maged1	GO:0005829
Maged1	GO:0090190
Maged1	GO:1900181
Maged1	GO:0034504
Maged1	GO:2001235
Maged1	GO:0042752
Maged1	GO:0043406
Maged1	
Ppdpf	GO:0007275
Ppdpf	GO:0030154
Ppdpf	GO:0003674
Ppdpf	GO:0005575
Ppdpf	
Fanci	
Fanci	GO:0006281
Fanci	GO:0005829
Fanci	GO:0005737
Fanci	GO:0005654
Fanci	GO:0005634
Fanci	GO:0006974
Fanci	GO:0007049
Fanci	GO:0043240
Fanci	GO:1990391
Fanci	GO:0031398
Fanci	GO:0070182
Gm26495	GO:0006396
Gm26495	GO:0005730
Kcnmb4	GO:0016020
Kcnmb4	GO:0006813
Kcnmb4	GO:0015269
Kcnmb4	GO:0005886
Kcnmb4	GO:0006811
Kcnmb4	GO:0071805
Kcnmb4	GO:0005515
Kcnmb4	GO:0005267
Kcnmb4	GO:0005513
Kcnmb4	GO:0008076
Kcnmb4	GO:0099508
Kcnmb4	GO:0019228
Kcnmb4	GO:0099505
Kcnmb4	GO:0001508
Kcnmb4	GO:0015459
Kcnmb4	
Lrrc8e	GO:0005515
Lrrc8e	GO:0005737
Lrrc8e	GO:0016020
Lrrc8e	GO:0005886
Lrrc8e	GO:0006811
Lrrc8e	GO:0005783
Lrrc8e	GO:0005789
Lrrc8e	GO:0005764
Lrrc8e	GO:0005765
Lrrc8e	GO:0015698
Lrrc8e	GO:0098656
Lrrc8e	GO:0071470
Lrrc8e	GO:0034702
Lrrc8e	GO:0006884
Lrrc8e	GO:0005225
Lrrc8e	GO:0015810
Lrrc8e	GO:0140361
Gm36989	
Gm50163	
Kcnmb4os1	
Paip2	GO:0045947
Paip2	GO:0000900
Paip2	GO:0006412
Paip2	GO:0007283
Paip2	GO:0017148
Paip2	GO:0003729
Paip2	GO:0005737
Paip2	GO:0006417
Paip2	GO:0008143
Paip2	GO:0007613
Paip2	GO:0030371
Paip2	GO:1900271
Paip2	
Mideas	GO:0005654
Mideas	GO:0005634
Mideas	GO:0006357
Mideas	GO:0045892
Mideas	GO:0003714
Mideas	GO:0005667
Mideas	GO:0016575
Mideas	GO:0000118
Mideas	
Rspry1	GO:0005515
Rspry1	GO:0004842
Rspry1	GO:0046872
Rspry1	GO:0016567
Rspry1	GO:0005576
Rspry1	GO:0005737
Rspry1	GO:0051603
Rspry1	
Mrpl4	GO:0003735
Mrpl4	GO:0006412
Mrpl4	GO:0005840
Mrpl4	GO:0005739
Mrpl4	GO:0005762
Mrpl4	GO:1990904
Mrpl4	GO:0005743
Mrpl4	GO:0032543
Mrpl4	
Gm55388	
Gm36991	
Gm48287	
Paqr7	GO:0016021
Paqr7	GO:0016020
Paqr7	GO:0005886
Paqr7	GO:0005496
Paqr7	GO:0008289
Paqr7	GO:0030154
Paqr7	GO:0038023
Paqr7	GO:0043401
Paqr7	GO:0048477
Paqr7	GO:0003707
Paqr7	GO:0048545
Paqr7	
Oprm1	GO:0007186
Oprm1	GO:0016021
Oprm1	GO:0004930
Oprm1	GO:0004979
Oprm1	GO:0004985
Oprm1	GO:0005737
Oprm1	GO:0007626
Oprm1	GO:0016020
Oprm1	GO:0005886
Oprm1	GO:0043951
Oprm1	GO:0007165
Oprm1	GO:0005515
Oprm1	GO:0042995
Oprm1	GO:0030425
Oprm1	GO:0043204
Oprm1	GO:0030424
Oprm1	GO:0042383
Oprm1	GO:0005768
Oprm1	GO:0070588
Oprm1	GO:0051930
Oprm1	GO:0007204
Oprm1	GO:0043005
Oprm1	GO:0071315
Oprm1	GO:0051481
Oprm1	GO:0001965
Oprm1	GO:0045471
Oprm1	GO:0019904
Oprm1	GO:0045429
Oprm1	GO:0008022
Oprm1	GO:0031681
Oprm1	GO:0045121
Oprm1	GO:0070374
Oprm1	GO:0045211
Oprm1	GO:0099171
Oprm1	GO:0005925
Oprm1	GO:0042734
Oprm1	GO:0050769
Oprm1	GO:0007200
Oprm1	GO:0007193
Oprm1	GO:0032839
Oprm1	GO:0097444
Oprm1	GO:0032590
Oprm1	GO:0060079
Oprm1	GO:0106072
Oprm1	GO:0005245
Oprm1	GO:0098982
Oprm1	GO:0042277
Oprm1	GO:0042755
Oprm1	GO:0042923
Oprm1	GO:0007218
Oprm1	GO:0045019
Oprm1	GO:2000310
Oprm1	GO:0019233
Oprm1	GO:0043950
Oprm1	GO:0048149
Oprm1	GO:0007191
Oprm1	GO:0031005
Oprm1	GO:0007197
Oprm1	GO:0038003
Oprm1	GO:0031635
Oprm1	GO:0038047
Oprm1	GO:0032100
Oprm1	GO:0061358
Oprm1	GO:0080135
Oprm1	
Oprm1	GO:0002438
Oprm1	GO:0009314
Oprm1	GO:0032094
Oprm1	GO:0032496
Oprm1	GO:0042060
Oprm1	GO:0042220
Oprm1	GO:0043278
Oprm1	GO:0044849
Oprm1	GO:0070848
Gm32305	
Spryd3	
Spryd3	GO:0005515
Spryd3	GO:0007166
Spryd3	GO:0005737
Spryd3	GO:0007010
Gm32351	
Gm48316	
Gm46389	
Ero1b	GO:0005783
Ero1b	GO:0071949
Ero1b	GO:0015035
Ero1b	GO:0016972
Ero1b	GO:0034975
Ero1b	GO:0016020
Ero1b	GO:0005789
Ero1b	GO:0016491
Ero1b	GO:0006888
Ero1b	GO:0042593
Ero1b	GO:0045454
Ero1b	GO:0030198
Ero1b	GO:0005788
Ero1b	GO:0018401
Ero1b	GO:0022417
Ero1b	GO:0030070
Ero1b	GO:0015036
Ero1b	
Gm55583	GO:0035195
Gm55583	GO:0016442
Ggnbp1	
Ggnbp1	GO:0007283
Ggnbp1	GO:0000266
Ggnbp1	GO:0005737
Ggnbp1	GO:0005515
Ggnbp1	GO:0016020
Ggnbp1	GO:0005794
Ggnbp1	GO:0005739
Ggnbp1	GO:0005886
Ggnbp1	GO:0030154
Ggnbp1	GO:0005758
Aunip	GO:0005634
Aunip	GO:0003677
Aunip	GO:0005737
Aunip	GO:0005694
Aunip	GO:0005815
Aunip	GO:0006281
Aunip	GO:0006974
Aunip	GO:0005856
Aunip	GO:0005813
Aunip	GO:0007051
Aunip	GO:0003684
Aunip	GO:0000922
Aunip	GO:0000724
Aunip	GO:0090734
Aunip	GO:2001033
Fbh1	
Fbh1	GO:0003677
Fbh1	GO:0005524
Fbh1	GO:0005515
Fbh1	GO:0003678
Fbh1	GO:0016787
Fbh1	GO:0005634
Fbh1	GO:0000785
Fbh1	GO:0000166
Fbh1	GO:0031297
Fbh1	GO:0005694
Fbh1	GO:0006281
Fbh1	GO:0006974
Fbh1	GO:0016567
Fbh1	GO:0004386
Fbh1	GO:0003697
Fbh1	GO:0001934
Fbh1	GO:0016887
Fbh1	GO:0032508
Fbh1	GO:0048478
Fbh1	GO:0003690
Fbh1	GO:0043138
Fbh1	GO:2000042
Fbh1	GO:0008219
Fbh1	GO:0000724
Fbh1	GO:0035562
Fbh1	GO:0000737
Fbh1	GO:0019005
Fbh1	GO:1902231
Fbh1	GO:0015616
Fbh1	GO:0072429
Fbh1	GO:0000725
Snapc3	
Snapc3	GO:0005730
Snapc3	GO:0016604
Snapc3	GO:0005654
Snapc3	GO:0005634
Snapc3	GO:0003677
Snapc3	GO:0000978
Snapc3	GO:0042795
Snapc3	GO:0042796
Snapc3	GO:0001006
Snapc3	GO:0019185
Snapc3	GO:0001046
Snapc3	GO:0003681
Gm31513	
Gm47447	
Gm5436	
Igfbp6	GO:0005576
Igfbp6	GO:0005520
Igfbp6	GO:0016477
Igfbp6	GO:0005737
Igfbp6	GO:0005615
Igfbp6	GO:0005794
Igfbp6	GO:0043410
Igfbp6	GO:0042802
Igfbp6	GO:0019838
Igfbp6	GO:0031994
Igfbp6	GO:0062023
Igfbp6	GO:0032874
Igfbp6	GO:0005201
Igfbp6	GO:0001968
Igfbp6	GO:0031995
Igfbp6	GO:0043567
Igfbp6	GO:0042568
Gm9431	
Mirlet7e	GO:0035195
Mirlet7e	GO:0070482
Mirlet7e	GO:0016442
Mirlet7e	GO:0060291
Mirlet7e	GO:1990830
Mirlet7e	GO:0071391
Mirlet7e	GO:0060218
Mir125a	GO:0035195
Mir125a	GO:0035278
Mir125a	GO:0071222
Mir125a	GO:0090398
Mir125a	GO:0016442
Mir125a	GO:0060291
Mir125a	GO:1990830
Mir125a	GO:0071391
Mir125a	GO:0045202
Mir125a	GO:0030509
Mir125a	GO:0045646
Mir125a	GO:0048863
Mir125a	GO:2000737
Ptgr2	GO:0016628
Ptgr2	GO:0047522
Ptgr2	GO:0006693
Ptgr2	GO:0005739
Ptgr2	GO:0006629
Ptgr2	GO:0005737
Ptgr2	GO:0016491
Ptgr2	GO:0005829
Ptgr2	GO:0036132
Ptgr2	
Gm25135	GO:0017070
Gm25135	GO:0000244
Gm25135	GO:0000353
Gm25135	GO:0005687
Gm25135	GO:0046540
Has1	GO:0050501
Has1	GO:0030213
Has1	GO:0016020
Has1	GO:0016740
Has1	GO:0016757
Has1	GO:0005886
Has1	GO:0005794
Has1	GO:0042802
Has1	GO:0036120
Has1	GO:0010764
Has1	GO:0045226
Has1	GO:0085029
Has1	GO:0005737
Has1	GO:0044849
Has1	
Gm14865	
Fthl17e	GO:0008199
Fthl17e	GO:0006826
Fthl17e	GO:0006879
Fthl17e	GO:0046872
Fthl17e	GO:0005737
Fthl17e	GO:0008198
Fthl17e	GO:0006880
Atp6v0a2	
Atp6v0a2	GO:0046961
Atp6v0a2	GO:1902600
Atp6v0a2	GO:0033179
Atp6v0a2	GO:0000220
Atp6v0a2	GO:0016020
Atp6v0a2	GO:0005886
Atp6v0a2	GO:0006811
Atp6v0a2	GO:0048471
Atp6v0a2	GO:0043231
Atp6v0a2	GO:0005515
Atp6v0a2	GO:0005768
Atp6v0a2	GO:0010008
Atp6v0a2	GO:1904949
Atp6v0a2	GO:0006879
Atp6v0a2	GO:1902495
Atp6v0a2	GO:0051117
Atp6v0a2	GO:0007035
Atp6v0a2	GO:0016471
Atp6v0a2	GO:0005925
Atp6v0a2	GO:0001669
Atp6v0a2	GO:0043229
Atp6v0a2	GO:0036295
Atp6v0a2	GO:0033176
Gm14503	
Gm9005	
Fthl17-ps1	
Gm14831	
Egfl6	GO:0016020
Egfl6	GO:0005509
Egfl6	GO:0005178
Egfl6	GO:0010811
Egfl6	GO:0110165
Egfl6	GO:0005576
Egfl6	GO:0031012
Egfl6	GO:0030154
Egfl6	GO:0007155
Egfl6	GO:0005604
Egfl6	GO:0030198
Soat2	GO:0016020
Soat2	GO:0008374
Soat2	GO:0042632
Soat2	GO:0034736
Soat2	GO:0034435
Soat2	GO:0006629
Soat2	GO:0016740
Soat2	GO:0005783
Soat2	GO:0005789
Soat2	GO:0008202
Soat2	GO:0008203
Soat2	GO:0016746
Soat2	GO:0005903
Soat2	GO:0015485
Soat2	GO:0000062
Soat2	GO:0033344
Soat2	GO:0004772
Soat2	GO:0034379
Heatr5b	GO:0016607
Heatr5b	GO:0005515
Heatr5b	GO:0005829
Heatr5b	GO:0005737
Heatr5b	GO:0015031
Heatr5b	GO:0031410
Heatr5b	GO:0043231
Heatr5b	GO:0030136
Heatr5b	GO:0048471
Heatr5b	GO:0042147
Heatr5b	GO:0030139
Heatr5b	GO:0008104
Heatr5b	GO:0006897
Heatr5b	
Senp8	GO:0006508
Senp8	GO:0008234
Senp8	GO:0016787
Senp8	GO:0005634
Senp8	GO:0008233
Senp8	GO:0019784
Senp8	GO:0016929
Senp8	GO:0016926
Senp8	
Slc23a1	GO:0016020
Slc23a1	GO:0022857
Slc23a1	GO:0055085
Slc23a1	GO:0008520
Slc23a1	GO:0015882
Slc23a1	GO:0005737
Slc23a1	GO:0005886
Slc23a1	GO:0015293
Slc23a1	GO:0006811
Slc23a1	GO:0016324
Slc23a1	GO:0043229
Slc23a1	GO:0006814
Slc23a1	GO:0035725
Slc23a1	GO:0015229
Slc23a1	GO:0098590
Slc23a1	GO:0005903
Slc23a1	GO:0007420
Slc23a1	GO:0009925
Slc23a1	GO:0009636
Slc23a1	GO:0033300
Slc23a1	GO:0070837
Slc23a1	GO:0030324
Slc23a1	GO:0015081
Slc23a1	
Gm14864	
Gm5401	
Gm25483	GO:0006396
Gm25483	GO:0005730
Gm15226	GO:0003674
Gm15226	GO:0008150
Gm15226	GO:0005575
Tbca	GO:0048487
Tbca	GO:0007021
Tbca	GO:0007023
Tbca	GO:0005730
Tbca	GO:0005737
Tbca	GO:0015630
Tbca	GO:0005856
Tbca	GO:0005874
Tbca	GO:0006457
Tbca	GO:0015631
Tbca	
Gm9009	
Gm1720	GO:0003674
Gm1720	GO:0008150
Gm1720	GO:0005575
Rpl7a-ps11	
Gspt2	GO:0003924
Gspt2	GO:0005525
Gspt2	GO:0005737
Gspt2	GO:0110165
Gspt2	GO:0000166
Gspt2	GO:0007049
Gspt2	GO:0006412
Gspt2	GO:0000184
Gspt2	GO:0003747
Gspt2	GO:0006415
Gspt2	GO:0018444
Gspt2	
Nol12	GO:0005634
Nol12	GO:0005730
Nol12	GO:0003723
Nol12	GO:0003697
Nol12	GO:0042802
Nol12	GO:0019843
Nol12	
Slc25a36	GO:0055085
Slc25a36	GO:0005739
Slc25a36	GO:0007005
Slc25a36	GO:0051881
Slc25a36	GO:0016020
Slc25a36	GO:0005743
Slc25a36	GO:0000002
Slc25a36	GO:0015218
Slc25a36	GO:0006864
Slc25a36	GO:1990519
Slc25a36	
Gm5402	
Gm15230	GO:0003674
Gm15230	GO:0008150
Gm15230	GO:0005575
Gm15231	
Gm55322	
Zxdb	GO:0005634
Zxdb	GO:0046872
Zxdb	GO:0006357
Zxdb	GO:0006351
Zxdb	GO:0045893
Zxdb	GO:0003712
Zxdb	GO:0003713
Zxdb	GO:0070742
Otp	GO:0003677
Otp	GO:0006355
Otp	GO:0000981
Otp	GO:0000122
Otp	GO:0016604
Otp	GO:0005654
Otp	GO:0005634
Otp	GO:0007399
Otp	GO:0030154
Otp	GO:0000977
Otp	GO:0030182
Otp	GO:0001650
Otp	GO:0001227
Otp	GO:0002052
Otp	GO:0007405
Otp	GO:0071542
Otp	GO:0061101
Otp	GO:0021879
Otp	GO:0021979
Otp	GO:0021985
Otp	
Gm55323	GO:0035195
Gm8814	GO:0035195
Gm55394	
Gm39526	
Gm48440	
Gm7061	
Gm48445	
Gm48455	
Gm14830	
Csad	GO:0003824
Csad	GO:0030170
Csad	GO:0019752
Csad	GO:0016830
Csad	GO:0016831
Csad	GO:0005737
Csad	GO:0016829
Csad	GO:0042412
Csad	GO:0019452
Csad	GO:0019530
Csad	GO:0004068
Csad	GO:0004782
Csad	GO:0019449
Csad	
Gm48456	
Mzb1	GO:0008284
Mzb1	GO:0005737
Mzb1	GO:0005783
Mzb1	GO:0005576
Mzb1	GO:0005515
Mzb1	GO:0005788
Mzb1	GO:0003674
Mzb1	GO:0042127
Mzb1	GO:0030888
Mzb1	GO:0002639
Mzb1	GO:0033622
Mzb1	GO:0034663
Mzb1	GO:0046626
Mzb1	
Rpl13-ps5	
Gm48458	
Gm2399	
Zxda	
Gm7042	
Gm371	
4930579F01Rik	GO:0003674
4930579F01Rik	GO:0008150
4930579F01Rik	GO:0005575
Prl2c3	GO:0005576
Prl2c3	GO:0005179
Prl2c3	GO:0071425
Prl2c3	GO:0046872
Prl2c3	GO:0005615
Prl2c3	GO:0005783
Prl2c3	GO:0007165
Prl2c3	GO:0005148
Prl2c3	GO:0007565
Prl2c3	GO:0008284
Prl2c3	GO:0030879
Prl2c3	GO:0031667
Prl2c3	GO:0046427
Prl2c3	GO:1903489
Prl2c3	GO:0008083
Prl2c3	GO:1902035
Prl2c3	
Gm8817	GO:0003674
Gm8817	GO:0008150
Gm8817	GO:0005575
Gm50318	
Spin4	GO:0007276
Spin4	GO:0005654
Spin4	GO:0035064
Spin4	GO:0006355
Spin4	GO:0005829
Prob1	GO:0003674
Prob1	GO:0008150
Prob1	GO:0005654
Prob1	
Spata24	GO:0008150
Spata24	GO:0005515
Spata24	GO:0005829
Spata24	GO:0005737
Spata24	GO:0005654
Spata24	GO:0005634
Spata24	GO:0003677
Spata24	GO:0007283
Spata24	GO:0030154
Spata24	GO:0005730
Spata24	GO:0042802
Spata24	GO:0001673
Spata24	
Gm15228	GO:0003674
Gm15228	GO:0008150
Gm15228	GO:0005575
Tmsb4x	GO:0003785
Tmsb4x	GO:0007015
Tmsb4x	GO:0005634
Tmsb4x	GO:0005515
