Gene name	GO term accession
Gdf3	GO:0005615
Gdf3	GO:0005576
Gdf3	GO:0005125
Gdf3	GO:0001654
Gdf3	GO:0007492
Gdf3	GO:0019901
Gdf3	GO:0007165
Gdf3	GO:0002021
Gdf3	GO:0010453
Gdf3	GO:0045662
Gdf3	GO:0010862
Gdf3	GO:0060395
Gdf3	GO:0030509
Gdf3	GO:0032525
Gdf3	GO:0007498
Gdf3	GO:0090009
Gdf3	GO:0030903
Gdf3	GO:0048859
Gdf3	GO:0045600
Gdf3	GO:0045605
Gdf3	
Pkd2l2	
Pkd2l2	GO:0016020
Pkd2l2	GO:0005509
Pkd2l2	GO:0006811
Pkd2l2	GO:0070588
Pkd2l2	GO:0005262
Pkd2l2	GO:0050982
Igkv6-13	GO:0006955
Igkv6-13	GO:0005615
Gm13207	
Gm26168	
Gm8872	
Acot11	GO:0008289
Acot11	GO:0016790
Acot11	GO:0005829
Acot11	GO:0005737
Acot11	GO:0006629
Acot11	GO:0016787
Acot11	GO:0005739
Acot11	GO:0006631
Acot11	GO:0005759
Acot11	GO:0035556
Acot11	GO:0120163
Acot11	GO:0047617
Acot11	GO:0006637
Acot11	GO:0016290
Acot11	GO:0102991
Acot11	GO:0009266
Acot11	GO:0036042
Acot11	GO:0052816
Acot11	GO:0009409
Acot11	
Gm42720	
Gm42773	
Igkv3-12-1	
Dppa3	GO:0035064
Dppa3	GO:0005634
Dppa3	GO:0005737
Dppa3	GO:0006325
Dppa3	GO:0005515
Dppa3	GO:0001939
Dppa3	GO:0040016
Dppa3	GO:0001940
Dppa3	GO:2000653
Dppa3	GO:0044726
Dppa3	GO:1901536
Cd200r3	GO:0038023
Cd200r3	GO:0150077
Cd200r3	GO:0005515
Cd200r3	GO:0016020
Cd200r3	GO:0009897
Cd200r3	GO:0110165
Cd200r3	GO:0009986
Cd200r3	GO:0005886
Cd200r3	
Gm49163	
Rn7sk	GO:0008150
Rn7sk	GO:0005575
Rn7sk	GO:0005515
Gm16275	GO:0003674
Gm16275	GO:0008150
Gm16275	GO:0005575
Igkv3-12	GO:0006955
Igkv3-12	GO:0005615
Igkv3-12	GO:0071748
Igkv3-12	GO:0071751
Igkv3-12	GO:0071756
Sdhd	GO:0016021
Sdhd	GO:0016020
Sdhd	GO:0005740
Sdhd	GO:0005739
Sdhd	GO:0071456
Sdhd	GO:0046872
Sdhd	GO:0006099
Sdhd	GO:0005743
Sdhd	GO:0020037
Sdhd	GO:0048039
Sdhd	GO:0042776
Sdhd	GO:0006121
Sdhd	GO:0008177
Sdhd	GO:0005749
Sdhd	GO:0045257
Sdhd	GO:0050433
Lrfn2	GO:0005515
Lrfn2	GO:0016020
Lrfn2	GO:0005886
Lrfn2	GO:0009986
Lrfn2	GO:0045202
Lrfn2	GO:0045211
Lrfn2	GO:0098793
Lrfn2	GO:0098685
Lrfn2	GO:0098839
Lrfn2	GO:0050804
Lrfn2	GO:0098794
Lrfn2	GO:0099175
Gm10420	
Igkv3-11	
Washc5	GO:0071203
Washc5	GO:0042632
Washc5	GO:0010976
Washc5	GO:0005737
Washc5	GO:0005654
Washc5	GO:0005783
Washc5	GO:0015031
Washc5	GO:0005829
Washc5	GO:0043005
Washc5	GO:0005768
Washc5	GO:0005769
Washc5	GO:0043025
Washc5	GO:0006909
Washc5	GO:0042802
Washc5	GO:0006887
Washc5	GO:0016197
Washc5	GO:0001556
Washc5	GO:0030041
Washc5	GO:0007040
Washc5	GO:0031503
Washc5	GO:0007032
Washc5	GO:0097494
Washc5	GO:0034315
Washc5	GO:0031901
Washc5	GO:0040038
Washc5	GO:0051125
Washc5	GO:0140285
Washc5	GO:0043933
Washc5	GO:0090306
Timm8b	GO:0005758
Timm8b	GO:0005739
Timm8b	GO:0016020
Timm8b	GO:0046872
Timm8b	GO:0015031
Timm8b	GO:0005743
Gm10224	
Gm54597	
Flywch2	GO:0003674
Flywch2	GO:0008150
Flywch2	GO:0005575
Flywch2	
Igkv3-10	GO:0006955
Igkv3-10	GO:0005615
Igkv3-10	GO:0071748
Igkv3-10	GO:0071751
Igkv3-10	GO:0071756
Rtcb	GO:0006396
Rtcb	GO:0008452
Rtcb	GO:0006388
Rtcb	GO:0072669
Rtcb	GO:0003972
Rtcb	GO:0001701
Rtcb	GO:0005634
Rtcb	GO:0005829
Rtcb	GO:0005737
Rtcb	GO:0005654
Rtcb	GO:0046872
Rtcb	GO:0000166
Rtcb	GO:0043231
Rtcb	GO:0005525
Rtcb	GO:0016874
Rtcb	GO:0008033
Rtcb	GO:0017166
Rtcb	GO:0001890
Rtcb	GO:0005635
Rtcb	GO:0005789
Rtcb	GO:0016886
Rtcb	GO:0000971
Rtcb	
Nfrkb	GO:0031011
Nfrkb	GO:0005634
Nfrkb	GO:0051726
Nfrkb	GO:0005654
Nfrkb	GO:0003677
Nfrkb	GO:0006281
Nfrkb	GO:0006974
Nfrkb	GO:0002020
Nfrkb	GO:0045893
Nfrkb	GO:0006310
Nfrkb	GO:0006338
Nfrkb	GO:0006275
Nfrkb	GO:0033044
Nfrkb	GO:0060382
Nfrkb	GO:0000723
Nfrkb	GO:0006282
Nfrkb	GO:0045739
Nfrkb	GO:0045995
Nfrkb	GO:1904507
Nfrkb	
Igkv3-9	GO:0006955
Igkv3-9	GO:0005615
Igkv3-9	GO:0071748
Igkv3-9	GO:0071751
Igkv3-9	GO:0071756
1700008K24Rik	GO:0003674
1700008K24Rik	GO:0008150
1700008K24Rik	GO:0005575
Igkv3-8	
Igkv3-7	GO:0006955
Igkv3-7	GO:0005615
Igkv3-7	GO:0071748
Igkv3-7	GO:0071751
Igkv3-7	GO:0071756
4930505O20Rik	
Gm22972	GO:0006396
Gm22972	GO:0005730
Frem3	GO:0016021
Frem3	GO:0007154
Frem3	GO:0005604
Frem3	GO:0016020
Frem3	GO:0007155
Ldhb	GO:0003824
Ldhb	GO:0016616
Ldhb	GO:0004459
Ldhb	GO:0005737
Ldhb	GO:0016491
Ldhb	GO:0019752
Ldhb	GO:0044283
Ldhb	GO:0006089
Ldhb	GO:0004457
Ldhb	GO:0019900
Ldhb	GO:0042802
Ldhb	GO:0051287
Ldhb	GO:0006090
Ldhb	GO:0019674
Ldhb	GO:0005743
Ldhb	GO:0005829
Ldhb	GO:0045121
Ldhb	GO:1990204
Ldhb	GO:0005739
Ldhb	GO:0016020
Ldhb	GO:0043209
Ldhb	GO:0019244
Ldhb	GO:0071704
Ice1	
Ice1	GO:0016604
Ice1	GO:0005654
Ice1	GO:0005634
Ice1	GO:0030674
Ice1	GO:0000791
Ice1	GO:0008023
Ice1	GO:0015030
Ice1	GO:0090316
Ice1	GO:0031334
Ice1	GO:0042795
Ice1	GO:0042796
Ice1	GO:0045945
Ice1	GO:0035363
Dus2	
Dus2	GO:0050660
Dus2	GO:0000049
Dus2	GO:0017150
Dus2	GO:0008033
Dus2	GO:0005739
Dus2	GO:0005829
Dus2	GO:0005737
Dus2	GO:0005783
Dus2	GO:0003723
Dus2	GO:0016491
Dus2	GO:0003725
Dus2	GO:0060548
Dus2	GO:0002943
Dus2	GO:0010181
Dus2	GO:0070402
Dus2	GO:0004860
Dus2	GO:0102264
Gm9586	
Gm22978	GO:0030627
Gm22978	GO:0000395
Gm22978	GO:0005685
Gm17830	
Gm48175	
Echdc1	GO:0003824
Echdc1	GO:0005737
Echdc1	GO:0005829
Echdc1	GO:0016829
Echdc1	GO:0016831
Echdc1	GO:0006635
Echdc1	GO:0004492
Echdc1	
Gm18067	
Gm20540	
Srrm2	
Srrm2	GO:0005634
Srrm2	GO:0005515
Srrm2	GO:0016607
Srrm2	GO:0005681
Srrm2	GO:0003729
Srrm2	GO:0008380
Srrm2	GO:0071013
Srrm2	GO:0006397
Srrm2	GO:0000398
Srrm2	GO:0071005
Srrm2	GO:0047485
Srrm2	GO:0071007
Srrm2	GO:0015030
Srrm2	GO:0070742
Fam13b	GO:0007165
Fam13b	GO:0003674
Fam13b	GO:0005096
Fam13b	
Gnl3l	GO:0005525
Gnl3l	GO:0005730
Gnl3l	GO:0005829
Gnl3l	GO:0005654
Gnl3l	GO:0005634
Gnl3l	GO:0000166
Gnl3l	GO:0042254
Gnl3l	GO:0031397
Gnl3l	GO:0032211
Gnl3l	GO:0032091
Gnl3l	GO:0031647
Gnl3l	GO:0031334
Gnl3l	GO:0033234
Gnl3l	GO:0005697
Gnl3l	GO:1904816
Gnl3l	
1700100L14Rik	GO:0003674
1700100L14Rik	GO:0008150
1700100L14Rik	GO:0005575
Pde12	GO:0003824
Pde12	GO:0005739
Pde12	GO:0071346
Pde12	GO:0046872
Pde12	GO:0016787
Pde12	GO:0004518
Pde12	GO:0004527
Pde12	GO:0006397
Pde12	GO:0005759
Pde12	GO:0035457
Pde12	GO:0060548
Pde12	GO:0004535
Pde12	GO:0000175
Pde12	GO:0045070
Pde12	GO:0090324
Pde12	GO:0000288
Pde12	GO:0071359
Pde12	GO:0000958
Pde12	GO:0044528
Pde12	GO:0090305
Pde12	GO:0090503
Gm54808	
D030007L05Rik	
Or2w3	GO:0016020
Or2w3	GO:0005886
Or2w3	GO:0007186
Or2w3	GO:0004930
Or2w3	GO:0007165
Or2w3	GO:0004984
Or2w3	GO:0007608
Or2w3	GO:0050896
Or2w3	GO:0050911
Or2w3	GO:0016021
Gm36377	
Gm36426	
Gm36607	
Mir7672	
Dpep2nb	
Ddx28	GO:0005524
Ddx28	GO:0003676
Ddx28	GO:0003724
Ddx28	GO:0005739
Ddx28	GO:0005730
Ddx28	GO:0005829
Ddx28	GO:0005654
Ddx28	GO:0005634
Ddx28	GO:0016787
Ddx28	GO:0000166
Ddx28	GO:0003723
Ddx28	GO:0004386
Ddx28	GO:0042254
Ddx28	GO:0005759
Ddx28	GO:0042645
Ddx28	GO:0019843
Ddx28	GO:0016887
Ddx28	GO:0035770
Ddx28	GO:1902775
Gm22599	GO:0006396
Gm22599	GO:0005730
Spata13	
Spata13	GO:0005515
Spata13	GO:0005085
Spata13	GO:0035556
Spata13	GO:0016477
Spata13	GO:0030032
Spata13	GO:0030334
Spata13	GO:0046847
Spata13	GO:0005654
Spata13	GO:0005737
Spata13	GO:0005829
Spata13	GO:0030027
Spata13	GO:0030175
Spata13	GO:0032587
Dtnbp1	GO:0005634
Dtnbp1	GO:0014069
Dtnbp1	GO:0030424
Dtnbp1	GO:0005737
Dtnbp1	GO:0016020
Dtnbp1	GO:0005886
Dtnbp1	GO:0005783
Dtnbp1	GO:0005789
Dtnbp1	GO:0015630
Dtnbp1	GO:0031410
Dtnbp1	GO:0045202
Dtnbp1	GO:0045211
Dtnbp1	GO:0030659
Dtnbp1	GO:0005515
Dtnbp1	GO:0031532
Dtnbp1	GO:0030426
Dtnbp1	GO:0098978
Dtnbp1	GO:0042383
Dtnbp1	GO:0043005
Dtnbp1	GO:0050896
Dtnbp1	GO:0005768
Dtnbp1	GO:0043025
Dtnbp1	GO:0010008
Dtnbp1	GO:0001934
Dtnbp1	GO:0031175
Dtnbp1	GO:0030672
Dtnbp1	GO:0033162
Dtnbp1	GO:0098685
Dtnbp1	GO:0048812
Dtnbp1	GO:0048813
Dtnbp1	GO:0043197
Dtnbp1	GO:0006996
Dtnbp1	GO:0030496
Dtnbp1	GO:0010628
Dtnbp1	GO:0032091
Dtnbp1	GO:0016528
Dtnbp1	GO:1904115
Dtnbp1	GO:0007596
Dtnbp1	GO:1901215
Dtnbp1	GO:0002092
Dtnbp1	GO:0061002
Dtnbp1	GO:0007517
Dtnbp1	GO:0098686
Dtnbp1	GO:0008089
Dtnbp1	GO:0048490
Dtnbp1	GO:0032438
Dtnbp1	GO:0031083
Dtnbp1	GO:0071901
Dtnbp1	GO:2000300
Dtnbp1	GO:0006469
Dtnbp1	GO:0060155
Dtnbp1	GO:0032279
Dtnbp1	GO:0014059
Dtnbp1	GO:0060159
Dtnbp1	GO:0001956
Dtnbp1	GO:0043506
Dtnbp1	GO:0061646
Dtnbp1	GO:0007420
Dtnbp1	GO:0060041
Dtnbp1	
Or2ak7	GO:0007186
Or2ak7	GO:0016021
Or2ak7	GO:0004930
Or2ak7	GO:0004984
Or2ak7	GO:0016020
Or2ak7	GO:0005886
Or2ak7	GO:0007165
Or2ak7	GO:0007608
Or2ak7	GO:0050896
Or2ak7	GO:0050911
Smarca5	GO:0003677
Smarca5	GO:0005634
Smarca5	GO:0005524
Smarca5	GO:0140658
Smarca5	GO:0006338
Smarca5	GO:0031491
Smarca5	GO:1990830
Smarca5	GO:0006325
Smarca5	GO:0042393
Smarca5	GO:0005654
Smarca5	GO:0016787
Smarca5	GO:0000166
Smarca5	GO:0005694
Smarca5	GO:0006281
Smarca5	GO:0005515
Smarca5	GO:0004386
Smarca5	GO:0006355
Smarca5	GO:0045893
Smarca5	GO:0045944
Smarca5	GO:0140751
Smarca5	GO:0006334
Smarca5	GO:0006352
Smarca5	GO:0031213
Smarca5	GO:0006275
Smarca5	GO:0016589
Smarca5	GO:0000793
Smarca5	GO:0001650
Smarca5	GO:0016887
Smarca5	GO:0031507
Smarca5	GO:0043596
Smarca5	GO:0045740
Smarca5	GO:0045945
Smarca5	GO:0031010
Smarca5	GO:0035861
Smarca5	GO:0008094
Smarca5	GO:0035066
Smarca5	GO:0045943
Smarca5	GO:0005730
Smarca5	GO:0110016
Smarca5	GO:0000183
Smarca5	GO:0031062
Smarca5	GO:0031065
Smarca5	GO:0005677
Smarca5	GO:0005721
Smarca5	GO:0008623
Smarca5	GO:0016590
Smarca5	GO:0016479
Smarca5	GO:0044030
Smarca5	GO:1905213
Smarca5	GO:2001020
Smarca5	GO:0090535
Smarca5	GO:0090536
Smarca5	
Gm12570	
Or2ak6	
Or2ak6	GO:0007186
Or2ak6	GO:0016021
Or2ak6	GO:0004930
Or2ak6	GO:0004984
Or2ak6	GO:0016020
Or2ak6	GO:0005886
Or2ak6	GO:0007165
Or2ak6	GO:0007608
Or2ak6	GO:0050896
Or2ak6	GO:0050911
Or2ak5	GO:0007186
Or2ak5	GO:0016021
Or2ak5	GO:0004930
Or2ak5	GO:0004984
Or2ak5	GO:0016020
Or2ak5	GO:0005886
Or2ak5	GO:0007165
Or2ak5	GO:0007608
Or2ak5	GO:0050896
Or2ak5	GO:0050911
Or2ak5	
Gm12745	
Gm12746	GO:0003674
Gm12746	GO:0008150
Gm12746	GO:0005575
Smyd4	GO:0005515
Smyd4	GO:0003674
Smyd4	GO:0007507
Smyd4	GO:0005634
Smyd4	GO:0005737
Smyd4	GO:0016740
Smyd4	GO:0046872
Smyd4	GO:0008168
Smyd4	GO:0032259
Smyd4	GO:0042826
Smyd4	
Vcpip1	GO:0004843
Vcpip1	GO:0016567
Vcpip1	GO:0008234
Vcpip1	GO:0000278
Vcpip1	GO:0006974
Vcpip1	GO:0007030
Vcpip1	GO:0016320
Vcpip1	GO:0016579
Vcpip1	GO:0035871
Vcpip1	GO:0071108
Vcpip1	GO:0090168
Vcpip1	GO:0106300
Vcpip1	GO:1905634
Vcpip1	GO:0005634
Vcpip1	GO:0005737
Mthfr	GO:0004489
Mthfr	GO:0006555
Mthfr	GO:0045202
Mthfr	GO:0044877
Mthfr	GO:0005829
Mthfr	GO:0003824
Mthfr	GO:0008152
Mthfr	GO:0016491
Mthfr	GO:0035999
Mthfr	GO:0106313
Mthfr	GO:0001843
Mthfr	GO:0050661
Mthfr	GO:0009086
Mthfr	GO:0046653
Mthfr	GO:0050667
Mthfr	GO:0050660
Mthfr	GO:0031060
Mthfr	GO:0072341
Mthfr	GO:0070828
Mthfr	GO:0071949
Mthfr	
Mthfr	GO:0106312
Mthfr	GO:0001666
Mthfr	GO:0009410
Mthfr	GO:0033274
Mthfr	GO:0043200
Mthfr	GO:0046500
Mthfr	GO:0051593
Mthfr	GO:0070555
Igkv3-6	
Igkv3-5	GO:0006955
Igkv3-5	GO:0005615
Igkv3-5	GO:0071748
Igkv3-5	GO:0071751
Igkv3-5	GO:0071756
Kcnv2	GO:0016020
Kcnv2	GO:0006811
Kcnv2	GO:0055085
Kcnv2	GO:0005249
Kcnv2	GO:0006813
Kcnv2	GO:0051260
Kcnv2	GO:0005216
Kcnv2	GO:0008076
Kcnv2	GO:0005886
Kcnv2	GO:0005244
Kcnv2	GO:0005267
Kcnv2	GO:0034765
Kcnv2	GO:0071805
Clcn1	GO:0016020
Clcn1	GO:0055085
Clcn1	GO:0005247
Clcn1	GO:0006821
Clcn1	GO:1902476
Clcn1	GO:0005886
Clcn1	GO:0006811
Clcn1	GO:0005244
Clcn1	GO:0034765
Clcn1	GO:0042383
Clcn1	GO:0042803
Clcn1	GO:0005254
Clcn1	GO:0034707
Clcn1	GO:0006936
Clcn1	GO:0019227
Clcn1	
Gm35554	
Stox1	GO:0006357
Stox1	GO:0005634
Stox1	GO:0010629
Stox1	GO:0010628
Stox1	GO:0051881
Stox1	GO:0010468
Stox1	GO:0005829
Stox1	GO:0005737
Stox1	GO:0005654
Stox1	GO:0003677
Stox1	GO:0005815
Stox1	GO:0005856
Stox1	GO:0000977
Stox1	GO:0007049
Stox1	GO:0001228
Stox1	GO:0051301
Stox1	GO:0045944
Stox1	GO:0005938
Stox1	GO:0010800
Stox1	GO:0033138
Stox1	GO:0005813
Stox1	GO:0001650
Stox1	GO:1900087
Stox1	GO:0007346
Stox1	GO:0010821
Stox1	GO:0010971
Stox1	GO:0045787
Stox1	GO:0048839
Stox1	GO:0051897
Stox1	GO:0061418
Stox1	GO:0071500
Stox1	GO:1901858
Stox1	GO:1902882
Stox1	GO:1904031
Stox1	GO:1904120
Stox1	
Gm50113	
Pum3	GO:0003723
Pum3	GO:0010835
Pum3	GO:0005654
Pum3	GO:0005694
Pum3	GO:0005730
Pum3	GO:0005783
Pum3	
Tpp2	
Tpp2	GO:0006508
Tpp2	GO:0008236
Tpp2	GO:0004252
Tpp2	GO:0008240
Tpp2	GO:0005829
Tpp2	GO:0016604
Tpp2	GO:0005654
Tpp2	GO:0005634
Tpp2	GO:0005737
Tpp2	GO:0016787
Tpp2	GO:0005783
Tpp2	GO:0008233
Tpp2	GO:0004177
Tpp2	GO:0042802
Tpp2	GO:0042277
Tpp2	GO:0030163
Tpp2	GO:0080144
Gm54455	
Wnt8a	GO:0005576
Wnt8a	GO:0007275
Wnt8a	GO:0005102
Wnt8a	GO:0016055
Wnt8a	GO:0005515
Wnt8a	GO:0060070
Wnt8a	GO:0000902
Wnt8a	GO:0005615
Wnt8a	GO:0005125
Wnt8a	GO:0009887
Wnt8a	GO:0048018
Wnt8a	GO:0030182
Wnt8a	GO:0007492
Wnt8a	GO:0062009
Wnt8a	GO:0032880
Wnt8a	GO:0045165
Wnt8a	GO:0005109
Wnt8a	GO:0010085
Wnt8a	GO:0003002
Wnt8a	GO:0009949
Wnt8a	GO:0048561
Gsta4	GO:0004364
Gsta4	GO:0005739
Gsta4	GO:0005737
Gsta4	GO:0016740
Gsta4	GO:0006805
Gsta4	GO:0015643
Gsta4	GO:0006749
Gsta4	GO:0097159
Gm49911	
Gm42891	
Mir5125	
Gm18514	
Elob	GO:0005515
Elob	GO:0006368
Elob	GO:0070449
Elob	GO:0030891
Elob	GO:0044877
Elob	GO:0005634
Elob	GO:0016567
Elob	GO:0031462
Elob	GO:0045893
Elob	GO:0006367
Elob	GO:0003713
Elob	GO:0005829
Elob	GO:0005667
Elob	GO:0031625
Elob	GO:0001222
Elob	GO:0031466
Elob	
Mir7215	
Gm47261	
Nme5	GO:0003341
Nme5	GO:0042995
Nme5	GO:0005929
Nme5	GO:0007283
Nme5	GO:0030154
Nme5	GO:0051649
Nme5	GO:0004550
Nme5	GO:0006165
Nme5	GO:0006183
Nme5	GO:0006228
Nme5	GO:0006241
Nme5	GO:0005576
Nme5	GO:0060271
Nme5	GO:0036126
Nme5	GO:0003674
Nme5	GO:0007286
Nme5	GO:0021591
Nme5	GO:0003351
Nme5	GO:0000302
Nme5	GO:1902176
Nme5	GO:0048515
Nme5	
Bpifc	GO:0008289
Bpifc	GO:0005615
Bpifc	GO:0042742
Bpifc	GO:0005576
Bpifc	GO:0002376
Bpifc	GO:0045087
Bpifc	GO:0001530
Bpifc	GO:0050829
Fubp1	GO:0006355
Fubp1	GO:0003723
Fubp1	GO:0003676
Fubp1	GO:0005634
Fubp1	GO:0010628
Fubp1	GO:0005654
Fubp1	GO:0005515
Fubp1	GO:0071425
Fubp1	GO:0006357
Fubp1	GO:0000978
Fubp1	GO:0003677
Fubp1	GO:0003729
Fubp1	GO:0045202
Fubp1	GO:0005737
Fubp1	GO:0010468
Fubp1	GO:1900149
Fubp1	GO:0048103
Fubp1	GO:0048588
Fubp1	
Fubp1	GO:0016020
Gm3126	
Gsta1	GO:0004364
Gsta1	GO:0009617
Gsta1	GO:0005829
Gsta1	GO:0006629
Gsta1	GO:0016740
Gsta1	GO:0016853
Gsta1	GO:0016491
Gsta1	GO:0004601
Gsta1	GO:0098869
Gsta1	GO:0004769
Gsta1	GO:0042803
Gsta1	GO:0006805
Gsta1	GO:0006749
Gsta1	GO:0004602
Gsta1	GO:0043295
Gsta1	GO:0031090
Gsta1	GO:0005504
Gsta1	GO:0006693
Gsta1	GO:0035731
Gsta1	GO:0035634
Gsta1	GO:1901687
Gsta1	
Or2w3b	GO:0007186
Or2w3b	GO:0016021
Or2w3b	GO:0004930
Or2w3b	GO:0004984
Or2w3b	GO:0016020
Or2w3b	GO:0005886
Or2w3b	GO:0007165
Or2w3b	GO:0007608
Or2w3b	GO:0050896
Or2w3b	GO:0050911
Or2ak4	GO:0007186
Or2ak4	GO:0016021
Or2ak4	GO:0004930
Or2ak4	GO:0004984
Or2ak4	GO:0016020
Or2ak4	GO:0005886
Or2ak4	GO:0007165
Or2ak4	GO:0007608
Or2ak4	GO:0050896
Or2ak4	GO:0050911
Dppa5b	
Or2t45	GO:0007186
Or2t45	GO:0016021
Or2t45	GO:0004930
Or2t45	GO:0004984
Or2t45	GO:0016020
Or2t45	GO:0005886
Or2t45	GO:0007165
Or2t45	GO:0007608
Or2t45	GO:0050896
Or2t45	GO:0050911
Tmem45b	GO:0003674
Tmem45b	GO:0008150
Tmem45b	GO:0005575
Tmem45b	GO:0016020
Tmem45b	GO:0005794
Tmem45b	GO:0005764
Tmem45b	GO:0002376
Tmem45b	GO:0005768
Tmem45b	GO:0045087
Tmem45b	GO:0005765
Tmem45b	GO:0010008
Tmem45b	
Brd8dc	GO:0005515
Brd8dc	GO:0003674
Brd8dc	GO:0016573
Brd8dc	GO:0035267
A230060F14Rik	
Rnf146	GO:0008270
Rnf146	GO:0016055
Rnf146	GO:0061630
Rnf146	GO:0072572
Rnf146	GO:0005634
Rnf146	GO:0005829
Rnf146	GO:0005737
Rnf146	GO:0005654
Rnf146	GO:0016740
Rnf146	GO:0046872
Rnf146	GO:0005886
Rnf146	GO:0006511
Rnf146	GO:0016567
Rnf146	GO:0004842
Rnf146	GO:0070936
Rnf146	GO:0005515
Rnf146	GO:0051865
Rnf146	GO:0090263
Rnf146	GO:1903206
Chchd2-ps	
Gm13201	GO:0003674
Gm13201	GO:0008150
Gm13201	GO:0005575
Mocs1	GO:0046872
Mocs1	GO:0003824
Mocs1	GO:0051539
Mocs1	GO:0051536
Mocs1	GO:0006777
Mocs1	GO:0019008
Mocs1	GO:0005829
Mocs1	GO:0000166
Mocs1	GO:0005525
Mocs1	GO:0016829
Mocs1	GO:0061798
Mocs1	GO:0061799
Mocs1	GO:0032324
Mocs1	
Xpo1	GO:0006886
Xpo1	GO:0031267
Xpo1	GO:0005049
Xpo1	GO:0006611
Xpo1	GO:0005634
Xpo1	GO:0005730
Xpo1	GO:0005515
Xpo1	GO:1990904
Xpo1	GO:0000122
Xpo1	GO:0005829
Xpo1	GO:0005737
Xpo1	GO:0005654
Xpo1	GO:0032991
Xpo1	GO:0003723
Xpo1	GO:0015031
Xpo1	GO:0000776
Xpo1	GO:0043231
Xpo1	GO:0031965
Xpo1	GO:0051028
Xpo1	GO:0042254
Xpo1	GO:0019904
Xpo1	GO:0005642
Xpo1	GO:0140297
Xpo1	GO:0000055
Xpo1	GO:0006913
Xpo1	GO:0015030
Xpo1	GO:0046825
Xpo1	GO:0010824
Xpo1	GO:0034504
Xpo1	GO:0032434
Xpo1	GO:0042176
Xpo1	GO:0000056
Xpo1	GO:0000054
Xpo1	
Agtrap	GO:0038166
Agtrap	GO:0008217
Agtrap	GO:0016020
Agtrap	GO:0000139
Agtrap	GO:0005794
Agtrap	GO:0005886
Agtrap	GO:0005783
Agtrap	GO:0005789
Agtrap	GO:0031410
Agtrap	GO:0043231
Agtrap	GO:0030659
Agtrap	GO:0005515
Agtrap	GO:0042802
Agtrap	GO:0005938
Agtrap	GO:0004945
Agtrap	GO:0001666
Agtrap	
Nsmce2	GO:0090398
Nsmce2	GO:0016604
Nsmce2	GO:0005654
Nsmce2	GO:0005634
Nsmce2	GO:0016740
Nsmce2	GO:0008270
Nsmce2	GO:0046872
Nsmce2	GO:0000781
Nsmce2	GO:0005694
Nsmce2	GO:0004842
Nsmce2	GO:0006281
Nsmce2	GO:0006974
Nsmce2	GO:0007049
Nsmce2	GO:0016567
Nsmce2	GO:0051301
Nsmce2	GO:0019789
Nsmce2	GO:0006310
Nsmce2	GO:0000724
Nsmce2	GO:0030915
Nsmce2	GO:0016605
Nsmce2	GO:0060255
Nsmce2	GO:0016925
Nsmce2	GO:0061665
Nsmce2	GO:0000722
Nsmce2	GO:0045842
Nsmce2	GO:0034184
Gm15152	
Gm14870	
5730416F02Rik	
Hmgn5	GO:0005634
Hmgn5	GO:0031492
Hmgn5	GO:0000785
Hmgn5	GO:0003682
Hmgn5	GO:0006325
Hmgn5	GO:0005739
Hmgn5	GO:0043066
Hmgn5	GO:0010628
Hmgn5	GO:0008284
Hmgn5	GO:0006357
Hmgn5	GO:0005654
Hmgn5	GO:0003677
Hmgn5	GO:0006749
Wdr7	GO:0005515
Wdr7	GO:0003674
Wdr7	GO:0005737
Wdr7	GO:0002244
Wdr7	GO:0008021
Wdr7	
Gm45872	
Ppm1f	GO:0043169
Ppm1f	GO:0006470
Ppm1f	GO:0004722
Ppm1f	GO:0010628
Ppm1f	GO:0005829
Ppm1f	GO:0071466
Ppm1f	GO:0046872
Ppm1f	GO:0016787
Ppm1f	GO:0032991
Ppm1f	GO:0048471
Ppm1f	GO:0005634
Ppm1f	GO:0004721
Ppm1f	GO:0017018
Ppm1f	GO:0006915
Ppm1f	GO:0045892
Ppm1f	GO:0010811
Ppm1f	GO:0043280
Ppm1f	GO:0051496
Ppm1f	GO:0032880
Ppm1f	GO:0010634
Ppm1f	GO:0030335
Ppm1f	GO:0006469
Ppm1f	GO:0050921
Ppm1f	GO:0033137
Ppm1f	GO:0097193
Ppm1f	GO:0051894
Ppm1f	GO:0045927
Ppm1f	GO:2000048
Ppm1f	GO:0008138
Ppm1f	GO:0035970
Ppm1f	GO:0033192
Ppm1f	GO:0070262
Ppm1f	GO:0044387
Ppm1f	GO:0051224
Ppm1f	
Gab1	GO:0001525
Gab1	GO:0031532
Gab1	GO:0035728
Gab1	GO:0038084
Gab1	GO:0045766
Gab1	GO:0090668
Gab1	GO:0005911
Gab1	GO:0060711
Gab1	GO:0048008
Gab1	GO:0007507
Gab1	GO:0005737
Gab1	GO:0005515
Gab1	GO:0043410
Gab1	GO:0007165
Gab1	GO:0008544
Gab1	GO:0005829
Gab1	GO:0000165
Gab1	GO:0007173
Gab1	GO:0035591
Gab1	GO:0043406
Gab1	GO:0006979
Gab1	GO:0030334
Gab1	GO:0070102
Gab1	GO:0008160
Gab1	GO:0035924
Gab1	GO:0038089
Gab1	
Gm8162	
5033425B01Rik	
Gm3776	GO:0004364
Gm3776	GO:0003674
Gm3776	GO:0008150
Gm3776	GO:0005575
Gm3776	GO:0016740
Gm3776	GO:0006805
