Gene name	GO term accession
ENTREP1	
KCNC2	GO:0005515
KCNC2	GO:0016020
KCNC2	GO:0006811
KCNC2	GO:0055085
KCNC2	GO:0005249
KCNC2	GO:0006813
KCNC2	GO:0051260
KCNC2	GO:0005216
KCNC2	GO:0008076
KCNC2	GO:0005886
KCNC2	GO:0042995
KCNC2	GO:0016324
KCNC2	GO:0005244
KCNC2	GO:0005267
KCNC2	GO:0034765
KCNC2	GO:0071805
KCNC2	GO:0030425
KCNC2	GO:0043005
KCNC2	GO:0045202
KCNC2	GO:0043204
KCNC2	GO:0016323
KCNC2	GO:0045211
KCNC2	GO:0030424
KCNC2	GO:0099505
KCNC2	GO:0042734
KCNC2	GO:0005251
KCNC2	GO:0051291
KCNC2	GO:0038060
KCNC2	GO:0032809
KCNC2	GO:0032590
KCNC2	GO:0071732
KCNC2	GO:0044325
KCNC2	GO:0099508
KCNC2	GO:0001508
KCNC2	GO:0009636
KCNC2	GO:0009642
KCNC2	GO:0014070
KCNC2	GO:0014075
KCNC2	GO:0021554
KCNC2	GO:0021759
KCNC2	GO:0032026
KCNC2	GO:0034220
KCNC2	GO:0045471
KCNC2	GO:0071242
KCNC2	GO:0097237
KCNC2	GO:1901381
KCNC2	GO:1903818
KCNC2	GO:1990089
KCNC2	GO:0030673
KCNC2	GO:0031982
KCNC2	GO:0043025
KCNC2	GO:0043195
KCNC2	GO:0098982
KCNC2	
CERNA1	
CUX1	GO:0006891
CUX1	GO:0030173
CUX1	GO:0016020
CUX1	GO:0005794
CUX1	GO:0005654
CUX1	GO:0000139
CUX1	GO:0003677
CUX1	GO:0006355
CUX1	GO:0000981
CUX1	GO:0005634
CUX1	GO:0043231
CUX1	GO:0006357
CUX1	
CUX1	GO:0043565
CUX1	GO:0000977
CUX1	GO:0000785
CUX1	GO:1990837
CUX1	GO:0005829
CUX1	GO:0050775
CUX1	GO:0000122
MYO5C	GO:0005524
MYO5C	GO:0005515
MYO5C	GO:0003774
MYO5C	GO:0016459
MYO5C	GO:0000166
MYO5C	GO:0003779
MYO5C	GO:0005737
MYO5C	GO:0005516
MYO5C	GO:0051015
MYO5C	GO:0070062
MYO5C	GO:0007015
MYO5C	GO:0000146
MYO5C	GO:0015629
MYO5C	GO:0030050
MYO5C	GO:0031982
MYO5C	
NPHS1	GO:0005515
NPHS1	GO:0005886
NPHS1	GO:0016020
NPHS1	GO:0007155
NPHS1	GO:0007517
NPHS1	GO:0070062
NPHS1	GO:0098609
NPHS1	GO:0072015
NPHS1	GO:0036057
NPHS1	GO:0005911
NPHS1	GO:0017022
NPHS1	GO:0050839
NPHS1	GO:0000165
NPHS1	GO:0007254
NPHS1	GO:0007519
NPHS1	GO:0007520
NPHS1	GO:0030838
NPHS1	GO:0032836
NPHS1	GO:0035418
NPHS1	GO:0036060
NPHS1	GO:0005925
NPHS1	GO:0042995
NPHS1	
LRRC37A15P	
KRT8P46	
UBE2D3	GO:0005886
UBE2D3	GO:0016020
UBE2D3	GO:0000166
UBE2D3	GO:0005524
UBE2D3	GO:0016740
UBE2D3	GO:0005768
UBE2D3	GO:0016567
UBE2D3	GO:0006915
UBE2D3	GO:0019787
UBE2D3	GO:0032446
UBE2D3	GO:0006281
UBE2D3	GO:0006974
UBE2D3	GO:0010008
UBE2D3	GO:0005515
UBE2D3	GO:0004842
UBE2D3	GO:0043161
UBE2D3	GO:0005634
UBE2D3	GO:0061630
UBE2D3	GO:0061631
UBE2D3	GO:0000209
UBE2D3	GO:0070979
UBE2D3	GO:0070936
UBE2D3	GO:0005654
UBE2D3	GO:0005829
UBE2D3	GO:0070062
UBE2D3	GO:0036211
UBE2D3	GO:1903955
UBE2D3	GO:0006513
UBE2D3	GO:0051865
UBE2D3	GO:0000122
UBE2D3	GO:0030514
UBE2D3	
PDCD4-AS1	
CELF2-DT	
B3GNT6	GO:0016020
B3GNT6	GO:0006486
B3GNT6	GO:0016758
B3GNT6	GO:0005794
B3GNT6	GO:0016757
B3GNT6	GO:0000139
B3GNT6	GO:0016740
B3GNT6	GO:0016266
B3GNT6	GO:0008194
B3GNT6	GO:0008499
B3GNT6	GO:0009101
B3GNT6	GO:0008378
B3GNT6	GO:0030311
B3GNT6	GO:0047223
B3GNT6	GO:0047224
B3GNT6	GO:0106327
B3GNT6	GO:0106328
B3GNT6	GO:0016269
PTMAP15	
ADARB2-AS1	
CAPN5	GO:0008234
CAPN5	GO:0016787
CAPN5	GO:0005925
CAPN5	GO:0008233
CAPN5	GO:0006508
CAPN5	GO:0004198
CAPN5	GO:0009986
CAPN5	GO:0005737
CAPN5	GO:0070062
CAPN5	GO:0007165
CAPN5	GO:0045202
CAPN5	
LINC02944	
PTK2	GO:0005524
PTK2	GO:0006468
PTK2	GO:0005856
PTK2	GO:0004672
PTK2	GO:0004713
PTK2	GO:0007172
PTK2	GO:0005925
PTK2	GO:0005515
PTK2	GO:0005634
PTK2	GO:0005737
PTK2	GO:0005886
PTK2	GO:0016020
PTK2	GO:0043231
PTK2	GO:0000166
PTK2	GO:0016301
PTK2	GO:0016740
PTK2	GO:0016310
PTK2	GO:0043066
PTK2	GO:0005829
PTK2	GO:0042995
PTK2	GO:0070161
PTK2	GO:0051128
PTK2	GO:0001934
PTK2	GO:0004725
PTK2	GO:0048471
PTK2	GO:0005938
PTK2	GO:0004715
PTK2	GO:0005815
PTK2	GO:0030155
PTK2	GO:0051239
PTK2	GO:0007229
PTK2	GO:0001525
PTK2	GO:0008284
PTK2	GO:0045087
PTK2	GO:0042127
PTK2	GO:0046777
PTK2	GO:0005102
PTK2	GO:0071310
PTK2	GO:0036064
PTK2	GO:0030154
PTK2	GO:0043087
PTK2	GO:0001890
PTK2	GO:0031234
PTK2	GO:0038007
PTK2	GO:0019901
PTK2	GO:0042169
PTK2	GO:0001725
PTK2	GO:0030335
PTK2	GO:0051493
PTK2	GO:0008360
PTK2	GO:0051897
PTK2	GO:0007179
PTK2	GO:0007411
PTK2	GO:0090303
PTK2	GO:0060396
PTK2	GO:0033628
PTK2	GO:0019903
PTK2	GO:0140677
PTK2	GO:0003779
PTK2	GO:0038096
PTK2	GO:0007173
PTK2	GO:0045860
PTK2	GO:0001932
PTK2	GO:0030010
PTK2	GO:0007169
PTK2	GO:0035995
PTK2	GO:0016477
PTK2	GO:0003007
PTK2	GO:0014068
PTK2	GO:0048013
PTK2	GO:0051893
PTK2	GO:0010718
PTK2	GO:0043197
PTK2	GO:0048870
PTK2	GO:2000060
PTK2	GO:0010632
PTK2	GO:0018108
PTK2	GO:0043552
PTK2	GO:0022408
PTK2	GO:0005178
PTK2	GO:0010763
PTK2	GO:2000811
PTK2	GO:0048010
PTK2	GO:0010759
PTK2	GO:0120041
PTK2	GO:0008432
PTK2	GO:0010594
PTK2	GO:0045667
PTK2	GO:0010634
PTK2	GO:1900024
PTK2	
PTK2	GO:0010033
OR2K2	GO:0007186
OR2K2	GO:0016021
OR2K2	GO:0004930
OR2K2	GO:0004984
OR2K2	GO:0005886
OR2K2	GO:0016020
OR2K2	GO:0007165
OR2K2	GO:0050896
OR2K2	GO:0007608
OR2K2	GO:0050911
TUSC1	
ZNG1F	GO:0005634
ZNG1F	GO:0046872
ZNG1F	GO:0000166
ZNG1F	GO:0016787
ZNG1F	GO:0005525
ZNG1F	GO:0005737
ZNG1F	
LARP4B	GO:0003723
LARP4B	GO:0005730
LARP4B	GO:0005829
LARP4B	GO:0003676
LARP4B	GO:0003730
LARP4B	GO:0005737
LARP4B	GO:0016020
LARP4B	GO:0006417
LARP4B	GO:0005515
LARP4B	GO:0010494
LARP4B	GO:0045727
LARP4B	GO:0042788
LARP4B	GO:1905870
LARP4B	
SGSM2-AS1	
MNT	GO:0046983
MNT	GO:0005634
MNT	GO:0005654
MNT	GO:0003677
MNT	GO:0005515
MNT	GO:0006357
MNT	GO:0000981
MNT	GO:0001227
MNT	GO:0000122
MNT	GO:0000978
MNT	GO:0000785
MNT	GO:0006366
MNT	GO:0000977
MNT	GO:0003700
MNT	GO:0003682
MNT	GO:0006355
MNT	GO:0051726
MNT	GO:0090398
MNT	GO:2001234
MNT	
ZFC3H1	GO:0005515
ZFC3H1	GO:0006396
ZFC3H1	GO:0005634
ZFC3H1	GO:0046872
ZFC3H1	GO:0005615
ZFC3H1	GO:0000178
ZFC3H1	
METTL16	
METTL16	GO:0008168
METTL16	GO:0005634
METTL16	GO:0003723
METTL16	GO:0005737
METTL16	GO:0016740
METTL16	GO:0032259
METTL16	GO:0044238
METTL16	GO:0006402
METTL16	GO:0061157
METTL16	GO:0006725
METTL16	GO:0046483
METTL16	GO:1901360
METTL16	GO:0006556
METTL16	GO:0034641
METTL16	GO:0070475
METTL16	GO:0080009
METTL16	GO:0035613
METTL16	GO:0010608
METTL16	GO:0048024
METTL16	GO:0001734
METTL16	GO:0030629
METTL16	GO:0052907
METTL16	GO:0120048
METTL16	GO:0120049
METTL16	GO:1905869
ANKDD1B	GO:0005515
ANKDD1B	GO:0007165
ANKDD1B	
RNU6-1227P	GO:0030621
RNU6-1227P	GO:0000244
RNU6-1227P	GO:0000353
RNU6-1227P	GO:0005688
RNU6-1227P	GO:0046540
WDR48	
WDR48	GO:0005515
WDR48	GO:0005634
WDR48	GO:0005737
WDR48	GO:0043231
WDR48	GO:0003677
WDR48	GO:0005768
WDR48	GO:0005770
WDR48	GO:0006281
WDR48	GO:0006974
WDR48	GO:0005764
WDR48	GO:0000724
WDR48	GO:0007283
WDR48	GO:0007338
WDR48	GO:0008584
WDR48	GO:0035264
WDR48	GO:0043588
WDR48	GO:0048568
WDR48	GO:0048705
WDR48	GO:0048872
WDR48	GO:0050679
WDR48	GO:0072520
WDR48	GO:1902525
WDR48	GO:0005654
WDR48	GO:0005829
WDR48	GO:1905168
WDR48	GO:0003690
WDR48	GO:0003697
WDR48	GO:0043130
WDR48	GO:0035800
CLIC5	GO:0005254
CLIC5	GO:0007605
CLIC5	GO:0016020
CLIC5	GO:1902476
CLIC5	GO:0006821
CLIC5	GO:0034707
CLIC5	
CLIC5	GO:0005737
CLIC5	GO:0006811
CLIC5	GO:0034220
CLIC5	GO:0005244
CLIC5	GO:0034765
CLIC5	GO:0005886
CLIC5	GO:0005794
CLIC5	GO:0005856
CLIC5	GO:0016324
CLIC5	GO:0005515
CLIC5	GO:0050896
CLIC5	GO:0005938
CLIC5	GO:0015629
CLIC5	GO:0005815
CLIC5	GO:0007601
CLIC5	GO:0070062
CLIC5	GO:0007565
CLIC5	GO:0032421
DNAH5	GO:0005524
DNAH5	GO:0030286
DNAH5	GO:0007018
DNAH5	GO:0008569
DNAH5	GO:0045505
DNAH5	GO:0051959
DNAH5	GO:0005737
DNAH5	GO:0000166
DNAH5	GO:0005929
DNAH5	GO:0031514
DNAH5	GO:0042995
DNAH5	GO:0005856
DNAH5	GO:0005874
DNAH5	GO:0005576
DNAH5	GO:0005930
DNAH5	GO:0097729
DNAH5	GO:0007368
DNAH5	GO:0036158
DNAH5	GO:0003341
DNAH5	GO:0030317
DNAH5	GO:0060271
DNAH5	GO:0036157
DNAH5	GO:0003777
DNAH5	GO:0003351
DNAH5	GO:0007507
DNAH5	GO:0021670
DNAH5	GO:0051649
DNAH5	GO:0005858
DNAH5	GO:0097728
DNAH5	
EPC1-AS1	
RNU6-1244P	GO:0030621
RNU6-1244P	GO:0000244
RNU6-1244P	GO:0000353
RNU6-1244P	GO:0005688
RNU6-1244P	GO:0046540
RN7SL33P	
C1DP1	
EIF4A1P9	
SAMD11P1	
CASP7	GO:0006508
CASP7	GO:0008234
CASP7	GO:0004197
CASP7	GO:0005634
CASP7	GO:0003723
CASP7	GO:0005737
CASP7	GO:0005576
CASP7	GO:0006915
CASP7	GO:0016787
CASP7	GO:0005829
CASP7	GO:0005615
CASP7	GO:0035556
CASP7	GO:0003824
CASP7	GO:0008152
CASP7	GO:0005515
CASP7	GO:0008233
CASP7	GO:0005654
CASP7	GO:0097153
CASP7	GO:0097200
CASP7	GO:0072734
CASP7	GO:0070227
CASP7	GO:0097194
CASP7	GO:0004190
CASP7	GO:0007507
CASP7	GO:0009411
CASP7	GO:0016485
CASP7	GO:0042742
CASP7	GO:0044346
CASP7	GO:0051402
CASP7	GO:1905686
CASP7	
RN7SL608P	
ZNF146	GO:0005634
ZNF146	GO:0046872
ZNF146	GO:0005730
ZNF146	GO:0005829
ZNF146	GO:0003677
ZNF146	GO:0005515
ZNF146	GO:0006357
ZNF146	GO:0000981
ZNF146	GO:0000978
ZNF146	GO:0006355
ZNF146	GO:0008270
ZNF146	GO:0008201
ZNF146	
MIR6776	
MIR1253	GO:0035195
MIR1253	GO:0016442
hsa-mir-1253	GO:0035195
hsa-mir-1253	GO:0016442
PAFAH1B1	GO:0005515
PAFAH1B1	
PAFAH1B1	GO:0005634
PAFAH1B1	GO:0005737
PAFAH1B1	GO:0016020
PAFAH1B1	GO:0007049
PAFAH1B1	GO:0006629
PAFAH1B1	GO:1904115
PAFAH1B1	GO:0005856
PAFAH1B1	GO:0005635
PAFAH1B1	GO:0016042
PAFAH1B1	GO:0051301
PAFAH1B1	GO:0030154
PAFAH1B1	GO:0005813
PAFAH1B1	GO:0031965
PAFAH1B1	GO:0005874
PAFAH1B1	GO:0005938
PAFAH1B1	GO:0007399
PAFAH1B1	GO:0000776
PAFAH1B1	GO:0005815
PAFAH1B1	GO:0005819
PAFAH1B1	GO:0043005
PAFAH1B1	GO:0070840
PAFAH1B1	GO:0000132
PAFAH1B1	GO:0007017
PAFAH1B1	GO:0051012
PAFAH1B1	GO:0005875
PAFAH1B1	GO:0005829
PAFAH1B1	GO:0070062
PAFAH1B1	GO:0047496
PAFAH1B1	GO:0043025
PAFAH1B1	GO:0005881
PAFAH1B1	GO:0046982
PAFAH1B1	GO:0048471
PAFAH1B1	GO:0042802
PAFAH1B1	GO:0001764
PAFAH1B1	GO:0007268
PAFAH1B1	GO:0021987
PAFAH1B1	GO:0043274
PAFAH1B1	GO:0008201
PAFAH1B1	GO:0030036
PAFAH1B1	GO:0031023
PAFAH1B1	GO:0031514
PAFAH1B1	GO:0007281
PAFAH1B1	GO:0008017
PAFAH1B1	GO:0008090
PAFAH1B1	GO:0007097
PAFAH1B1	GO:0019226
PAFAH1B1	GO:0008344
PAFAH1B1	GO:0051010
PAFAH1B1	GO:0048854
PAFAH1B1	GO:0051219
PAFAH1B1	GO:0007611
PAFAH1B1	GO:0031252
PAFAH1B1	GO:0034452
PAFAH1B1	GO:0044877
PAFAH1B1	GO:0045505
PAFAH1B1	GO:0000226
PAFAH1B1	GO:0001667
PAFAH1B1	GO:0001675
PAFAH1B1	GO:0001961
PAFAH1B1	GO:0007254
PAFAH1B1	GO:0007405
PAFAH1B1	GO:0007420
PAFAH1B1	GO:0009306
PAFAH1B1	GO:0010977
PAFAH1B1	GO:0016477
PAFAH1B1	GO:0017145
PAFAH1B1	GO:0021540
PAFAH1B1	GO:0021766
PAFAH1B1	GO:0021819
PAFAH1B1	GO:0021895
PAFAH1B1	GO:0036035
PAFAH1B1	GO:0038026
PAFAH1B1	GO:0040019
PAFAH1B1	GO:0042249
PAFAH1B1	GO:0043087
PAFAH1B1	GO:0043622
PAFAH1B1	GO:0045773
PAFAH1B1	GO:0045931
PAFAH1B1	GO:0046329
PAFAH1B1	GO:0046469
PAFAH1B1	GO:0050804
PAFAH1B1	GO:0050885
PAFAH1B1	GO:0051081
PAFAH1B1	GO:0051130
PAFAH1B1	GO:0051649
PAFAH1B1	GO:0051660
PAFAH1B1	GO:0051661
PAFAH1B1	GO:0060117
PAFAH1B1	GO:0061003
PAFAH1B1	GO:0070507
PAFAH1B1	GO:0090102
PAFAH1B1	GO:0090176
PAFAH1B1	GO:0097529
PAFAH1B1	GO:0099175
PAFAH1B1	GO:0140650
PAFAH1B1	GO:1904936
PAFAH1B1	GO:0000235
PAFAH1B1	GO:0005871
PAFAH1B1	GO:0008247
PAFAH1B1	GO:0015630
PAFAH1B1	GO:0030424
PAFAH1B1	GO:0030426
PAFAH1B1	GO:0031982
PAFAH1B1	GO:0032420
PAFAH1B1	GO:0090724
PAFAH1B1	GO:0098685
PAFAH1B1	GO:0098978
PRKD2	GO:0005524
PRKD2	GO:0006468
PRKD2	GO:0004674
PRKD2	GO:0004672
PRKD2	GO:0005737
PRKD2	GO:0005634
PRKD2	GO:0005886
PRKD2	GO:0016020
PRKD2	GO:0005794
PRKD2	GO:0046872
PRKD2	GO:0000166
PRKD2	GO:0016301
PRKD2	GO:0016740
PRKD2	GO:0016310
PRKD2	GO:0005654
PRKD2	GO:0005829
PRKD2	GO:0007155
PRKD2	GO:0005515
PRKD2	GO:0036211
PRKD2	GO:0002376
PRKD2	GO:0004697
PRKD2	GO:0004698
PRKD2	GO:0106310
PRKD2	GO:0018105
PRKD2	GO:0002250
PRKD2	GO:0001525
PRKD2	GO:0050862
PRKD2	GO:0070374
PRKD2	GO:0033138
PRKD2	GO:0045944
PRKD2	GO:0001938
PRKD2	GO:0032757
PRKD2	GO:0051092
PRKD2	GO:0045785
PRKD2	GO:0045766
PRKD2	GO:0051091
PRKD2	GO:0030148
PRKD2	GO:0010595
PRKD2	GO:0018107
PRKD2	GO:0035924
PRKD2	GO:0048010
PRKD2	GO:1902533
PRKD2	GO:0043536
PRKD2	GO:0005080
PRKD2	GO:0032743
PRKD2	GO:0035556
PRKD2	GO:0089700
PRKD2	GO:2000573
PRKD2	GO:0046777
PRKD2	GO:0038033
PRKD2	GO:2001028
PRKD2	GO:0030949
PRKD2	GO:0032793
PRKD2	GO:1901727
PRKD2	GO:0070232
PRKD2	GO:0061154
PRKD2	GO:0050852
PRKD2	GO:0045743
PRKD2	
MIR1266	
EEF1B2P1	
NEDD1	GO:0005515
NEDD1	GO:0005737
NEDD1	GO:0007049
NEDD1	GO:0005654
NEDD1	GO:0005829
NEDD1	GO:0001650
NEDD1	GO:0005856
NEDD1	GO:0051301
NEDD1	GO:0005813
NEDD1	GO:0005815
NEDD1	GO:0000242
NEDD1	GO:0000922
NEDD1	GO:0005814
NEDD1	GO:0036064
NEDD1	GO:0045177
NEDD1	GO:0000278
NEDD1	GO:0043015
NEDD1	GO:0007020
NEDD1	
ARPP19	GO:0005737
ARPP19	GO:0007049
ARPP19	GO:0051301
ARPP19	GO:0005515
ARPP19	GO:0019888
ARPP19	GO:0004864
ARPP19	GO:0005102
ARPP19	GO:0015459
ARPP19	GO:0005654
ARPP19	GO:0000278
ARPP19	GO:0019212
ARPP19	GO:0051721
ARPP19	GO:0000086
ARPP19	GO:0035308
ARPP19	GO:0046326
ARPP19	GO:0045722
ARPP19	
LRRC2-AS1	
TDGF1	GO:0008083
TDGF1	GO:0005886
TDGF1	GO:0016020
TDGF1	GO:0007165
TDGF1	
TDGF1	GO:0005576
TDGF1	GO:0043066
TDGF1	GO:0005615
TDGF1	GO:0016324
TDGF1	GO:0045121
TDGF1	GO:0030154
TDGF1	GO:0018105
TDGF1	GO:0009986
TDGF1	GO:0005102
TDGF1	GO:0008284
TDGF1	GO:0007507
TDGF1	GO:0007368
TDGF1	GO:0009966
TDGF1	GO:0005515
TDGF1	GO:0009952
TDGF1	GO:0030335
TDGF1	GO:0043410
TDGF1	GO:0071346
TDGF1	GO:0071356
TDGF1	GO:0048856
TDGF1	GO:0009792
TDGF1	GO:0010595
TDGF1	GO:0044344
TDGF1	GO:0008595
TDGF1	GO:0030879
TDGF1	GO:0050731
TDGF1	GO:0071364
TDGF1	GO:0001568
TDGF1	GO:0038100
TDGF1	GO:0070697
TDGF1	GO:0038092
TDGF1	GO:0043406
TDGF1	GO:0001763
TDGF1	GO:0002042
TDGF1	GO:0035729
TDGF1	GO:0071354
TDGF1	GO:0019897
ADGRG3	
ADGRG3	GO:0007186
ADGRG3	GO:0016021
ADGRG3	GO:0004930
ADGRG3	GO:0007166
ADGRG3	GO:0004888
ADGRG3	GO:0005886
ADGRG3	GO:0016020
ADGRG3	GO:0007165
ADGRG3	GO:0005515
ADGRG3	GO:0030334
ADGRG3	GO:0035579
ADGRG3	GO:0007189
ADGRG3	GO:1901223
ADGRG3	GO:0030183
ADGRG3	GO:0032792
OMP	GO:0007165
OMP	GO:0007608
OMP	GO:0005737
OMP	GO:0050896
OMP	GO:0045202
OMP	GO:0005634
OMP	GO:0005829
OMP	GO:0043025
OMP	GO:0030424
OMP	GO:0007268
OMP	GO:0042277
OMP	GO:0022008
ALS2CL	GO:0005737
ALS2CL	GO:0005096
ALS2CL	GO:0005515
ALS2CL	GO:0043231
ALS2CL	GO:0031410
ALS2CL	GO:0005829
ALS2CL	GO:0016197
ALS2CL	GO:0005085
ALS2CL	GO:0043087
ALS2CL	GO:0007032
ALS2CL	GO:0031267
ALS2CL	
C2CD3	GO:0005737
C2CD3	GO:0005814
C2CD3	GO:0042995
C2CD3	GO:0005856
C2CD3	GO:0005515
C2CD3	GO:0030030
C2CD3	GO:0005813
C2CD3	GO:0060271
C2CD3	GO:0005829
C2CD3	GO:0034451
C2CD3	GO:1905515
C2CD3	GO:0071539
C2CD3	GO:0061511
C2CD3	
C2CD3	GO:0001701
C2CD3	GO:0001947
C2CD3	GO:0007389
C2CD3	GO:0007420
C2CD3	GO:0008589
C2CD3	GO:0016485
C2CD3	GO:0021915
C2CD3	GO:0021997
C2CD3	GO:0030162
C2CD3	GO:0030326
C2CD3	GO:0042733
C2CD3	GO:0036064
RIPK1	GO:0004672
RIPK1	GO:0005524
RIPK1	GO:0006468
RIPK1	GO:0005515
RIPK1	GO:0007165
RIPK1	GO:0005737
RIPK1	GO:0005886
RIPK1	GO:0016020
RIPK1	GO:0032991
RIPK1	GO:0000166
RIPK1	GO:0004674
RIPK1	GO:0016301
RIPK1	GO:0016740
RIPK1	GO:0016310
RIPK1	GO:0043066
RIPK1	GO:0000165
RIPK1	GO:0031625
RIPK1	GO:0042802
RIPK1	GO:0006915
RIPK1	GO:0010468
RIPK1	GO:0010556
RIPK1	GO:0012501
RIPK1	GO:0031326
RIPK1	GO:0031349
RIPK1	GO:0032103
RIPK1	GO:0043123
RIPK1	GO:0044093
RIPK1	GO:0071345
RIPK1	GO:0042803
RIPK1	GO:0045944
RIPK1	GO:0001934
RIPK1	GO:0106310
RIPK1	GO:0006954
RIPK1	GO:0046777
RIPK1	GO:0097527
RIPK1	GO:0005829
RIPK1	GO:0030163
RIPK1	GO:0010008
RIPK1	GO:0050729
RIPK1	GO:0071356
RIPK1	GO:0043065
RIPK1	GO:0060546
RIPK1	GO:0051092
RIPK1	GO:0010628
RIPK1	GO:0032757
RIPK1	GO:0032760
RIPK1	GO:0070266
RIPK1	GO:0008219
RIPK1	GO:0044877
RIPK1	GO:0034612
RIPK1	GO:0043124
RIPK1	GO:0043235
RIPK1	GO:0033209
RIPK1	GO:0046330
RIPK1	GO:0097191
RIPK1	GO:2001237
RIPK1	GO:0097342
RIPK1	GO:0005739
RIPK1	GO:0004706
RIPK1	GO:2001238
RIPK1	GO:1990000
RIPK1	GO:0060545
RIPK1	GO:2000379
RIPK1	GO:0043068
RIPK1	GO:0070301
RIPK1	GO:0045651
RIPK1	GO:0031264
RIPK1	GO:0036289
RIPK1	GO:0070231
RIPK1	GO:0070513
RIPK1	GO:0005123
RIPK1	GO:0010940
RIPK1	GO:0070105
RIPK1	GO:0070926
RIPK1	GO:0097300
RIPK1	GO:0097343
RIPK1	GO:1905206
RIPK1	
RIPK1	GO:0010942
RIPK1	GO:0042327
RIPK1	GO:0043410
RIPK1	GO:0071363
RIPK1	GO:1901026
RIPK1	GO:1903265
RIPK1	GO:2000377
RIPK1	GO:2001240
RIPK1	GO:0045121
GFOD1-AS1	
RPS4XP7	
RN7SKP204	
NOL7	GO:0005634
NOL7	GO:0003723
NOL7	GO:0005730
NOL7	GO:0005739
NOL7	GO:0005694
NOL7	GO:0005515
NOL7	
MIR4483	
DCLRE1A	GO:0003677
DCLRE1A	GO:0006281
DCLRE1A	GO:0005634
DCLRE1A	GO:0046872
DCLRE1A	GO:0007049
DCLRE1A	GO:0005654
DCLRE1A	GO:0001650
DCLRE1A	GO:0016787
DCLRE1A	GO:0051301
DCLRE1A	GO:0006974
DCLRE1A	GO:0090305
DCLRE1A	GO:0008800
DCLRE1A	GO:0003684
DCLRE1A	GO:0006303
DCLRE1A	GO:0036297
DCLRE1A	GO:0031848
DCLRE1A	GO:0035312
DCLRE1A	
RPSAP55	
EEF1A1P22	
SELENOS	GO:0006886
SELENOS	GO:0030176
SELENOS	GO:0005737
SELENOS	GO:0016020
SELENOS	GO:0005783
SELENOS	GO:0005789
SELENOS	GO:0005515
SELENOS	GO:0098869
SELENOS	GO:0019899
SELENOS	GO:0016209
SELENOS	GO:0030433
SELENOS	GO:0038023
SELENOS	GO:0032715
SELENOS	GO:0032720
SELENOS	GO:0071222
SELENOS	GO:0005886
SELENOS	GO:0051775
SELENOS	GO:0045454
SELENOS	GO:0034361
SELENOS	GO:0005881
SELENOS	GO:0032869
SELENOS	GO:0050728
SELENOS	GO:0045184
SELENOS	GO:1990381
SELENOS	GO:0006983
SELENOS	GO:0030968
SELENOS	GO:0034362
SELENOS	GO:0009749
SELENOS	GO:0051771
SELENOS	GO:0034599
SELENOS	GO:0045719
SELENOS	GO:0046325
SELENOS	GO:0051117
SELENOS	GO:0030970
SELENOS	GO:0036513
SELENOS	GO:0002865
SELENOS	GO:0006111
SELENOS	GO:0080164
SELENOS	GO:1902236
SELENOS	GO:2000110
SELENOS	GO:0036502
SELENOS	
DRC7	
DRC7	GO:0005737
DRC7	GO:0005929
DRC7	GO:0031514
DRC7	GO:0042995
DRC7	GO:0005856
DRC7	GO:0030154
DRC7	GO:0005515
DRC7	GO:0007283
DRC7	GO:0030317
DRC7	GO:0007288
DRC7	GO:0048870
RANBP9	GO:0005515
RANBP9	GO:0005634
RANBP9	GO:0005737
RANBP9	GO:0005886
RANBP9	GO:0016020
RANBP9	GO:0005654
RANBP9	GO:0005829
RANBP9	GO:0016604
RANBP9	GO:0019899
RANBP9	GO:0007166
RANBP9	GO:0007010
RANBP9	GO:0065003
RANBP9	GO:0031267
RANBP9	GO:0005875
RANBP9	GO:0000151
RANBP9	GO:0007020
RANBP9	GO:1902993
RANBP9	GO:0070373
RANBP9	
ERCC8	GO:0005515
ERCC8	GO:0006283
ERCC8	GO:0005634
ERCC8	GO:0032991
ERCC8	GO:0016567
ERCC8	GO:0006281
ERCC8	GO:0006974
ERCC8	GO:0004842
ERCC8	GO:0051865
ERCC8	GO:0043161
ERCC8	GO:0045739
ERCC8	GO:0006979
ERCC8	GO:0016363
ERCC8	GO:0000209
ERCC8	GO:0005654
ERCC8	GO:0009411
ERCC8	GO:0044877
ERCC8	GO:0097680
ERCC8	GO:0000109
ERCC8	GO:0000012
ERCC8	GO:0080008
ERCC8	GO:0031464
ERCC8	GO:0010165
ERCC8	GO:0090262
ERCC8	
STON1	
STON1	GO:0030100
STON1	GO:0006897
STON1	GO:0005737
STON1	GO:0016020
STON1	GO:0016192
STON1	GO:0031410
STON1	GO:0030136
STON1	GO:0035615
STON1	GO:0048488
STON1	GO:0008021
STON1	GO:0140312
STON1	GO:0006929
STON1	GO:0048008
STON1	GO:0048041
STON1	GO:0097178
STON1	GO:0120181
STON1	GO:0005905
STON1	GO:0031252
STON1	GO:0042995
PLEKHS1	
MIR3692	
SNX9	GO:0005515
SNX9	GO:0006886
SNX9	GO:0035091
SNX9	GO:0006897
SNX9	GO:0000281
SNX9	GO:0005829
SNX9	GO:0005886
SNX9	GO:0015031
SNX9	GO:0000278
SNX9	GO:0016020
SNX9	GO:0030659
SNX9	GO:0031410
SNX9	GO:0051641
SNX9	GO:0005737
SNX9	GO:0005794
SNX9	GO:0005905
SNX9	GO:0007049
SNX9	GO:0042995
SNX9	GO:0031625
SNX9	GO:0051301
